Weighted Total [Total Pts: up to 0 Percentage] |1976945,Total [Total Pts: up to 556 Score] |1976944,Syllabus Quiz [Total Pts: 5 Score] |2061052,Academic Dishonesty Quiz [Total Pts: 5 Score] |2061053,Week 3.1_Population Genetics and Adaptations pt. 1 [Total Pts: 1 Score] |2081743,Week 3.1_Population Genetics and Adaptations pt. 2 [Total Pts: 1 Score] |2081748,Week 3.2_Human Population Genetics [Total Pts: 1 Score] |2081750,Week 4.1_Fossils and Pre-primates [Total Pts: 2 Score] |2081756,Week 5.1_Fossil Primates pt. 1 [Total Pts: 1 Score] |2081767,Week 5.1_Fossil Primates pt. 2 [Total Pts: 1 Score] |2081768,Week 5.2_Living Primates; Primate Social Behavior [Total Pts: 1 Score] |2081769,6.1_Primate Cognition and Intelligence [Total Pts: 2 Score] |2081782,Week 7.1_Your Inner Monkey [Total Pts: 1 Score] |2081788,Week 7.2_Fossil Hominins pt. 1 [Total Pts: 1 Score] |2081789,Week 7.2_Fossil Hominins pt. 2 [Total Pts: 1 Score] |2081790,Week 7.2_Fossil Hominins pt. 3 [Total Pts: 1 Score] |2081792,Week 8.1_Australopithecines pt. 1 [Total Pts: 1 Score] |2081793,Week 8.1_Australopithecines pt. 2 [Total Pts: 1 Score] |2081794,Week 8.2_Intro to the genus Homo [Total Pts: 1 Score] |2081795,Week 9.1_Homo erectus and variants [Total Pts: 1 Score] |2081796,"Week 9.2_Archaic H. sapiens, Neanderthals, and AMH pt. 1 [Total Pts: 1 Score] |2081797","Week 9.2_Archaic H. sapiens, Neanderthals, and AMH pt. 2 [Total Pts: 1 Score] |2081798",Week 10.1_Origins and Mirgation of Modern Humans pt 1 [Total Pts: 1 Score] |2081799,Week 10.1_Origins and Migrations of Modern Humans pt. 2 [Total Pts: 1 Score] |2081800,Week 12.1_Museum Assignment & Intro to Human Variation [Total Pts: 2 Score] |2081980,Week 13.1_Human Variation pt 1 [Total Pts: 1 Score] |2081992,Week 13.1_Human Variation pt 2 [Total Pts: 0 Score] |2081993,Week 13.2_How race becomes biology pt 1 [Total Pts: 1 Score] |2081994,Week 13.2_How race becomes biology pt 2 [Total Pts: 1 Score] |2081997,Week 13.2_How race becomes biology pt 3 [Total Pts: 1 Score] |2082000,Week 14.1_Diet & Agriculture 1 [Total Pts: 1 Score] |2082003,Week 14.2_Diet & Agriculture 2 pt. 1 [Total Pts: 1 Score] |2082005,Week 14.2_Diet & Agriculture 2 pt. 2 [Total Pts: 1 Score] |2082006,Week 15.1_Forensic Anthropology [Total Pts: 2 Score] |2082007,Week 16.1_Are we still evolving? [Total Pts: 2 Score] |2082009,Lecture video quiz total [Total Pts: up to 35 Score] |2097316,Submit Final Lab 1 Here [Total Pts: 20 Score] |2084171,Submit Final Lab  2 Here [Total Pts: 20 Score] |2085587,Submit Final Lab 3 Here [Total Pts: 20 Score] |2085588,Submit Lab 4 Here [Total Pts: 20 Score] |2085589,Submit Lab 5 Here [Total Pts: 20 Score] |2085590,Submit Lab 6 Here [Total Pts: 20 Score] |2085591,Submit Lab 7 Here [Total Pts: 20 Score] |2085592,Submit Lab 8 Here [Total Pts: 20 Score] |2085593,Submit Lab 9 Here [Total Pts: 20 Score] |2085594,Submit Lab 10 Here [Total Pts: 20 Score] |2085595,Week 3 Synch Session [Total Pts: 10 Score] |2086564,Week 4 Synch Session [Total Pts: 10 Score] |2086565,Week 5 Synch Session [Total Pts: 10 Score] |2086566,Week 6 Synch Session [Total Pts: 10 Score] |2086567,Week 8 Synch Session [Total Pts: 10 Score] |2086568,Week 9 Synch Session [Total Pts: 10 Score] |2086569,Week 10 Synch Session [Total Pts: 10 Score] |2086570,Week 13 Synch Session [Total Pts: 10 Score] |2086571,Week 14 Synch Session [Total Pts: 10 Score] |2086572,Week 15 Synch Session [Total Pts: 10 Score] |2086573,Week 16 Synch Session [Total Pts: 10 Score] |2086574,SUBMISSION PORTAL: Scavenger Hunt (Individual Project) [Total Pts: 20 Score] |2089729,SUBMISSION PORTAL: Museum Exhibit Project (group work project) [Total Pts: 40 Score] |2089730,Submit top 3 choices HERE [Total Pts: 0 Score] |2089736,Museum Introduction video [Total Pts: 1 Score] |2089756,Week 8: TURN IN Museum Progress Check-In HERE [Total Pts: 0 Score] |2095122,Exam 1 [Total Pts: 25 Score] |2086347,Exam 2 [Total Pts: 25 Score] |2086357,Exam 3_SP2021 [Total Pts: 25 Score] |2106849,Total Extra Credit [Total Pts: 0 Score] |2107595,Extra Credit Survey 1 [Total Pts: 0 Complete/Incomplete] |2087491,Extra Credit Survey 2 [Total Pts: 0 Complete/Incomplete] |2108132,Extra Credit Survey 3 [Total Pts: 0 Complete/Incomplete] |2124954,Optional Post-Lab 9 Survey for Extra Credit [Total Pts: 0 Complete/Incomplete] |2123873,Week 14 Survey_Do BEFORE attending Live Session [Total Pts: 0 Complete/Incomplete] |2117557,SUBMIT Peer Reviews Here [Total Pts: 0 Score] |2118057,Midterm Percentage [Total Pts: up to 197 Percentage] |2104492,Midterm Letter Grade [Total Pts: up to 197 Letter] |2273458,Current grade [Total Pts: up to 516 Letter] |2124888,Exam 4_SP2021 [Total Pts: 25 Score] |2125835,Final Percentage [Total Pts: 480 Percentage] |2130996,Final Grade [Total Pts: 0 Text] |2130541,Lab One: Pigeonetics [Total Pts: 20 Score] |2167326,Lab Two: Forces of Evolution [Total Pts: 20 Score] |2167575,Lab Three: Primate Evolution [Total Pts: 20 Score] |2169717,Total Assignment Percentage [Total Pts: up to 370 Percentage] |2292091,Total Exam Percentage [Total Pts: up to 100 Percentage] |2292092,Total Attendance Percentage [Total Pts: up to 35 Percentage] |2292094,Total Extra Credit [Total Pts: 0 Score] |2292095
,488.5,4.5,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19,19,18,20,20.0,20.0,20.0,18.0,20.0,19,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,18,40.0,Needs Grading,1.0,,17.0,21.0,21.0,5.0,Complete,Complete,Complete,,Complete,Needs Grading,91.62436,A,A,18.0,101.71875,A,,,,97.56756,77,100.0,5.0
,444.5,5.0,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,15,,18,18,20.0,20.0,15.0,15.0,20.0,20,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20,34.0,,1.0,,17.0,22.0,18.0,9.0,,,Complete,Complete,Complete,Needs Grading,74.36548,C,B,18.0,92.60416,A,,,,85.13513,75,100.0,9.0
,393.0,4.5,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,18,18.5,17,15,18.0,18.5,18.0,0.0,20.0,19,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,,,19,29.0,Needs Grading,1.0,,16.0,,15.0,27.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,76.39593,C,C,,80.83333,B,,,,78.37836999999999,31,100.0,27.0
,180.0,4.5,4.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,14.25,19.5,15,16.75,0.0,14.0,18.0,0.0,,,0.0,10.0,0.0,10.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,,,Needs Grading,,,17.0,16.0,,3.0,Complete,Complete,,,,,67.51269,D,F,,37.5,F,,,,35.0,33,17.14285,3.0
,460.0,4.0,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,20,20,10,20,20.0,15.5,14.0,20.0,20.0,20,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20,36.0,Needs Grading,1.0,,19.0,17.0,12.0,5.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,87.05583,B,B,17.0,95.83333,A,,,,93.37836999999999,65,100.0,5.0
,505.5,5.0,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,20,20,16,20,18.5,20.0,20.0,20.0,19.5,20,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20,38.0,Needs Grading,1.0,,23.0,21.0,23.0,10.0,Complete,Complete,,Complete,Complete,Needs Grading,94.67005,A,A,21.0,105.3125,A,,,,97.83783000000001,88,100.0,10.0
,419.75,4.0,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,18.5,17.75,0,17.5,20.0,19.5,13.5,19.0,19.0,0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,20,35.0,,,,22.0,20.0,14.0,11.5,Complete,Complete,Complete,,Complete,0,76.77664,C,B,19.0,87.44791,B,,,,78.31081,75,100.0,11.5
,401.5,5.0,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,22.0,12,12,12,16,16.0,17.0,12.0,14.0,19.0,18,10.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,9.0,10.0,10.0,12,38.0,,1.0,,15.0,18.0,13.0,5.0,Complete,Complete,,Complete,Complete,Needs Grading,76.90355,C,C,13.0,83.64583,B,,,,82.43243000000001,59,62.85714,5.0
,440.75,5.0,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,17,19.25,19.5,19.5,19.5,12.5,13.0,19.0,9.0,0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,19.5,36.0,,1.0,,20.0,17.0,14.0,16.5,,Complete,,In Progress,In Progress,0,90.73604,A,B,14.0,91.82291,A,,,,84.79729,65,100.0,16.5
,421.5,5.0,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,15,19,19,18,20.0,20.0,15.0,19.0,19.0,17,10.0,10.0,10.0,10.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,18,40.0,Needs Grading,1.0,,18.0,12.0,11.0,7.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,85.02538,B,B,19.0,87.8125,B,,,,83.51351,60,100.0,7.0
,469.5,4.5,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19,20,19.25,20,19.5,18.25,16.5,17.25,19.25,18.25,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,19.25,37.0,Needs Grading,,,19.0,18.0,14.0,7.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,92.00506999999999,A,A,14.0,97.8125,A,,,,95.54054000000001,65,100.0,7.0
,381.5,4.5,5.0,1.0,1.0,1.0,2.0,1.0,1.0,,2.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,2.0,,18.0,0,15,16,0,15.5,18.0,0.0,0.0,19.0,20,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,18,39.0,,,,15.0,17.0,15.0,22.5,Complete,Complete,Complete,,Complete,0,61.67511999999999,D,C,14.0,79.47916,B,,,,73.1081,61,51.42857,22.5
,477.25,4.5,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,33.0,16,17.5,17.5,18.75,18.0,18.0,18.0,18.0,19.0,15,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20,38.0,Needs Grading,1.0,Needs Grading,21.0,18.0,24.0,10.0,Complete,Complete,,Complete,Complete,Needs Grading,88.95939,B,A,17.0,99.42708,A,,,,92.9054,80,94.28571,10.0
,433.5,5.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,20,,20,20,19.5,0.0,20.0,20.0,20.0,18,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20,38.0,Needs Grading,1.0,,20.0,19.0,14.0,5.0,,Complete,Complete,In Progress,Complete,Needs Grading,78.6802,C,B,15.0,90.3125,A,,,,85.27027,68,100.0,5.0
,462.75,4.5,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19,19.25,18.25,13,19.25,20.0,19.5,19.5,19.5,20,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,19,38.0,Needs Grading,1.0,Needs Grading,18.0,19.0,12.0,10.0,Complete,Complete,Complete,In Progress,Complete,Needs Grading,87.81725,B,B,14.0,96.40625,A,,,,93.04054000000001,63,100.0,10.0
,403.5,3.5,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19.5,20,,20,16.5,12.0,16.5,20.0,19.5,20,10.0,10.0,10.0,0.0,10.0,0.0,10.0,10.0,0.0,10.0,,19,38.0,,1.0,,17.0,12.0,15.0,10.0,Complete,Complete,Complete,In Progress,,Needs Grading,72.58883,C,C,15.0,84.0625,B,,,,78.64864,59,100.0,10.0
,438.5,3.0,3.5,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,1.0,,,1.0,1.0,,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,25.0,20,20,18,0,20.0,18.5,19.5,19.5,19.0,17.5,10.0,0.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,19.5,33.0,,1.0,,24.0,20.0,17.0,18.5,,Complete,,Complete,Complete,0,74.36548,C,B,22.0,91.35416,A,,,,82.29729,83,71.42857,18.5
,488.5,4.5,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,20,19,20,20,20.0,20.0,20.0,20.0,20.0,20,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20,40.0,Needs Grading,1.0,,24.0,24.0,21.0,5.0,Complete,,Complete,Complete,Complete,Needs Grading,98.22335,A,A,,101.77083,A,,,,99.72972,69,100.0,5.0
,262.0,4.5,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,23.0,0,19,19,0,19.0,0.0,0.0,0.0,0.0,0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,0.0,,,10,26.0,Needs Grading,1.0,,17.0,18.0,15.0,0.0,,,,,,,70.55837,C,F,16.0,54.583330000000004,F,,,,44.05405,66,65.71428,0.0
,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,F,F,,0.0,F,,,,0.0,0,0.0,0.0
,495.0,4.5,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,20,20,20,20,20.0,19.0,20.0,20.0,20.0,20,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20,32.0,Needs Grading,1.0,,23.0,21.0,20.0,10.0,Complete,,Complete,Complete,Complete,Needs Grading,96.4467,A,A,15.0,103.125,A,,,,97.56756,79,100.0,10.0
,516.5,5.0,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19,20,20,20,20.0,19.0,20.0,20.0,20.0,20,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,19.0,10.0,10.0,20,38.0,Needs Grading,1.0,Needs Grading,19.0,24.0,24.0,5.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,95.68526999999999,A,A,24.0,107.60416000000001,A,,,,101.35135,91,100.0,5.0
,504.5,4.5,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19.5,20,16.5,20,20.0,20.0,20.0,20.0,20.0,20,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,19,40.0,Needs Grading,1.0,Needs Grading,21.0,23.0,22.0,5.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,94.16243,A,A,24.0,105.10416000000001,A,,,,98.64864,90,100.0,5.0
,414.5,4.0,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,30.0,18,19,19,19,19.0,,18.0,19.0,20.0,,10.0,,10.0,10.0,10.0,7.0,,10.0,10.0,5.0,10.0,19,37.0,Needs Grading,1.0,,20.0,23.0,17.0,7.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,86.54822,B,B,19.0,86.35416,B,,,,78.1081,79,85.71428,7.0
,414.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,20,19,18,20,20.0,,20.0,20.0,20.0,20,10.0,,,10.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,20,40.0,Needs Grading,1.0,Needs Grading,15.0,18.0,15.0,5.0,Complete,,,,Complete,Needs Grading,79.69543,C,B,18.0,86.25,C,,,,80.27027,66,100.0,5.0
,333.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,18,17,14,18,15.0,10.0,10.0,12.0,19.0,5,10.0,,,10.0,6.0,,10.0,5.0,10.0,5.0,10.0,17,28.0,Needs Grading,1.0,,18.0,17.0,20.0,5.0,Complete,Complete,,Complete,Complete,Needs Grading,66.49746,D,D,14.0,69.375,D,,,,67.29729,69,0.0,5.0
,401.5,4.0,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19.5,18,15,18,20.0,13.5,13.0,13.0,20.0,20,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,,,17,27.0,Needs Grading,,,19.0,12.0,16.0,5.0,Complete,,Complete,Complete,,Needs Grading,79.69543,C,C,14.0,83.64583,B,,,,78.91891,61,100.0,5.0
,420.5,4.5,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19.5,19.5,20,19.5,20.0,19.5,19.75,19.75,20.0,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,19.5,0.0,Needs Grading,1.0,,19.0,0.0,21.0,12.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,83.24873000000001,B,B,16.0,87.60416,B,,,,82.97296999999999,56,100.0,12.0
,437.0,5.0,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,33.0,16.25,19.5,18.5,19,20.0,0.0,18.25,18.0,20.0,0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,0.0,10.0,10.0,19.5,40.0,,,,19.0,19.0,23.0,17.5,Complete,Complete,Complete,In Progress,,0,89.21319,B,B,17.0,91.04166,A,,,,80.81081,78,94.28571,17.5
,294.0,4.5,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,13.5,0,19.5,0,0.0,0.0,0.0,0.0,0.0,0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,10.0,0.0,20,40.0,,1.0,,22.0,18.0,,1.0,,Complete,,In Progress,Complete,Needs Grading,70.55837,C,F,18.0,61.25,D,,,,51.35135,58,100.0,1.0
,363.5,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,15,19,17,19,20.0,16.0,18.5,17.0,20.0,19,10.0,10.0,0.0,0.0,10.0,5.0,0.0,10.0,0.0,,,18,37.0,,1.0,,18.0,15.0,21.0,5.0,,,,,,Needs Grading,67.00506999999999,D,C,14.0,75.72916,C,,,,75.81081,68,0.0,5.0
,493.5,5.0,4.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,19.75,20,19.5,20,20.0,19.75,20.0,20.0,20.0,19,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20,40.0,Needs Grading,1.0,Needs Grading,16.0,17.0,22.0,10.0,Complete,Complete,Complete,In Progress,Complete,Needs Grading,90.73604,A,A,15.0,102.8125,A,,,,99.45945,70,100.0,10.0
,185.0,4.5,5.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,20,19,19,0,15.5,0.0,11.5,0.0,0.0,0,10.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,,19.0,14.0,,12.5,Complete,Complete,,,,0,68.78171999999999,D,F,,38.54166,F,,,,33.78378,33,14.28571,12.5
,523.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,20,20,20,20,20.0,20.0,20.0,20.0,20.0,20,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20,40.0,Needs Grading,1.0,0,21.0,24.0,25.0,12.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,97.46191999999999,A,A,25.0,108.95833,A,,,,100.0,95,100.0,12.0
,415.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,2.0,1.0,,1.0,,,,,,,,23.0,18,19,16,20,17.0,15.0,20.0,16.0,19.0,20,10.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,18,40.0,,1.0,,8.0,12.0,16.0,6.0,Complete,,,,Complete,Needs Grading,75.63450999999999,C,B,11.0,86.45833,B,,,,88.64864,47,65.71428,6.0
,454.5,5.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,20,20,16,19,18.5,20.0,16.5,20.0,19.5,20,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,19,36.0,Needs Grading,1.0,,14.0,13.0,13.0,5.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,85.27918000000001,B,B,10.0,94.6875,A,,,,95.81081,50,100.0,5.0
,478.0,4.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,35.0,18.75,18.75,17.5,20,19.5,19.0,18.0,18.5,20.0,,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20,34.0,Needs Grading,1.0,Needs Grading,22.0,22.0,24.0,12.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,93.40101,A,A,20.0,99.58333,A,,,,90.0,88,100.0,12.0
,421.25,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,2.0,,32.0,16.25,18.5,18,20,19.25,15.25,17.0,16.0,17.0,14,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,10.0,7.0,10.0,20,33.0,Needs Grading,1.0,,18.0,21.0,15.0,7.0,Complete,Complete,Complete,Complete,Complete,Needs Grading,90.73604,A,B,16.0,87.76041,B,,,,81.41891,70,91.42857,7.0
