Food Allergies Survey [Total Pts: 0 Complete/Incomplete] |1479492,Academic Integrity Quiz [Total Pts: 10 Score] |1479493,Syllabus Quiz [Total Pts: 10 Score] |1494922,Pre-Lab 1 [Total Pts: 5 Score] |1496771,Lab 1 [Total Pts: 20 Score] |1496772,Pre-Lab 2 [Total Pts: 5 Score] |1496773,Lab 2 [Total Pts: 20 Score] |1496774,Pre-Lab 3 [Total Pts: 5 Score] |1496775,Lab 3 [Total Pts: 20 Score] |1496776,Pre-Lab 4 [Total Pts: 5 Score] |1496777,Lab 4 [Total Pts: 20 Score] |1496778,Pre-Lab 5 [Total Pts: 5 Score] |1496779,Lab 5 [Total Pts: 20 Score] |1496780,Pre-Lab 6 [Total Pts: 5 Score] |1496781,Lab 6 [Total Pts: 20 Score] |1496782,Pre-Lab 7 [Total Pts: 5 Score] |1496783,Lab 7 [Total Pts: 20 Score] |1496784,Pre-Lab 8 [Total Pts: 5 Score] |1496785,Lab 8 [Total Pts: 20 Score] |1496786,Pre-Lab 9 [Total Pts: 5 Score] |1496787,Lab 9 [Total Pts: 20 Score] |1496788,Pre-Lab 10 [Total Pts: 5 Score] |1496789,Lab 10 [Total Pts: 20 Score] |1496790,E&E #1 [Total Pts: 1 Score] |1496793,E&E #2 [Total Pts: 2 Score] |1496794,E&E #3 [Total Pts: 2 Score] |1496795,E&E #4 [Total Pts: 2 Score] |1496796,E&E #5 [Total Pts: 2 Score] |1496797,E&E #6 [Total Pts: 4 Score] |1496798,E&E #7 [Total Pts: 2 Score] |1496799,E&E #8 [Total Pts: 5 Score] |1496800,E&E #9 [Total Pts: 3 Score] |1496801,E&E #10 [Total Pts: 3 Score] |1496802,E&E #12 [Total Pts: 4 Score] |1496804,E&E #13 [Total Pts: 2 Score] |1496805,E&E #14 [Total Pts: 4 Score] |1496806,E&E Running Total [Total Pts: up to 36 Score] |1496808,Documentary Review Extra Credit [Total Pts: 0 Score] |1522564,ANTH 105 Midterm Instruction Assessment [Total Pts: 0 Complete/Incomplete] |1535043,Midterm Grade Percentage Column [Total Pts: up to 133 Percentage] |1548277,Midterm Letter Grade [Total Pts: 0 Text] |1548278,March Mammal Madness Extra Credit [Total Pts: 0 Score] |1550204,Documentary Lab Questions [Total Pts: 25 Score] |1556627,Exam 1 [Total Pts: 40 Score] |1556814,Lincoln Park Zoo Assignment [Total Pts: 30 Score] |1561597,Field Museum Scavenger Hunt [Total Pts: 50 Score] |1561598,Misc. Extra Credit [Total Pts: 0 Score] |1566943,Final Percentage [Total Pts: 475 Percentage] |1566944,Final Letter Grade [Total Pts: 100 Text] |1566946,Exam 2 [Total Pts: 40 Score] |1567890,Inquizitive Extra Credit [Total Pts: 0 Score] |1568003,Date Last Attendance [Total Pts: 0 Text] |1569614,Total Assignment Percentage [Total Pts: up to 355 Percentage] |2291801,Total Exam Percentage [Total Pts: up to 80 Percentage] |2291807,Total Attendance Percentage [Total Pts: up to 36 Percentage] |2291808,Total Extra Credit [Total Pts: 0 Score] |2291988
Complete,7.0,9.0,5.0,20.0,5.0,19.0,5.0,20.0,5.0,19.0,4.0,19.0,4.0,19.0,4.0,19.0,3.0,19.5,5.0,20.0,5.0,20.0,1.0,,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,,26.0,,Complete,93.23308,B,,20,36.0,27.0,41.0,,91.89473000000001,A,37.0,,,92.25352,91.25,72.22222,0.0
Complete,10.0,10.0,4.0,18.0,3.0,18.5,4.0,18.5,5.0,19.5,5.0,19.0,5.0,19.0,4.0,20.0,4.5,19.0,5.0,20.0,4.5,19.5,1.0,1.0,0.0,2.0,1.0,3.0,2.0,5.0,3.0,0.0,4.0,2.0,4.0,28.0,5.0,Complete,89.09774,B,,25,33.0,28.5,48.0,1.0,94.0,A,31.0,,,94.78873,80.0,77.77776999999999,6.0
Complete,9.0,10.0,4.5,17.0,5.0,15.5,4.0,16.25,4.5,20.0,5.0,18.0,4.0,19.5,,,3.5,19.0,2.0,19.5,3.5,20.0,1.0,2.0,2.0,2.0,0.0,,2.0,5.0,3.0,1.0,4.0,2.0,4.0,28.0,3.0,Complete,84.77443000000001,B,4.0,20,26.0,28.5,48.0,,82.57894,B,23.0,1.5,,83.73239000000001,61.25,77.77776999999999,8.5
,10.0,10.0,5.0,13.0,5.0,19.0,5.0,19.0,5.0,19.0,4.0,18.5,5.0,18.5,5.0,19.0,5.0,20.0,5.0,20.0,,,1.0,2.0,2.0,2.0,2.0,3.0,2.0,5.0,3.0,3.0,0.0,0.0,0.0,25.0,,Complete,91.72932,A,,22.5,36.0,28.5,40.5,1.0,91.68421,A,33.0,,,84.92957,86.25,69.44444,1.0
Complete,9.0,7.0,5.0,19.0,3.0,17.0,5.0,20.0,5.0,19.0,4.0,19.0,5.0,19.0,3.0,18.5,1.0,18.5,4.0,16.0,5.0,20.0,,,,,,,,,0.0,,,,,0.0,,Complete,81.95488,B,,25,28.0,19.0,39.0,,81.26315,B,32.0,,,87.04225,75.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0
Complete,10.0,10.0,5.0,18.0,5.0,18.0,5.0,18.0,4.0,16.0,5.0,18.0,4.0,19.0,4.0,18.5,1.0,18.5,5.0,19.0,5.0,20.0,1.0,1.0,1.0,,2.0,2.0,2.0,1.0,3.0,0.0,,,,13.0,,Complete,87.21804,B,,25,21.0,28.0,39.0,,84.21051999999999,B,28.0,,,89.57746,61.25,36.11111,0.0
Complete,10.0,9.0,3.5,19.0,5.0,15.0,5.0,19.0,5.0,20.0,,18.0,5.0,19.5,3.0,20.0,3.5,19.5,5.0,20.0,5.0,20.0,1.0,0.0,0.0,2.0,1.0,3.0,2.0,5.0,3.0,1.0,4.0,2.0,4.0,28.0,5.0,Complete,88.34586,B,,25,32.0,30.0,43.0,,91.78947,A,32.0,,,92.39435999999999,80.0,77.77776999999999,5.0
Complete,9.0,10.0,4.5,19.0,5.0,18.5,5.0,19.0,5.0,19.0,5.0,20.0,4.5,20.0,4.5,20.0,3.5,20.0,0.0,20.0,5.0,20.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0,3.0,3.0,4.0,1.5,4.0,31.5,,Complete,92.4812,A,,17.5,29.0,24.0,50.0,,95.47368,A,25.0,,,92.67605,67.5,87.5,0.0
Complete,10.0,9.0,5.0,18.0,5.0,19.0,5.0,19.0,5.0,16.0,5.0,17.0,5.0,17.0,4.0,18.5,3.0,19.5,4.0,17.0,5.0,20.0,1.0,1.0,2.0,2.0,2.0,,,2.0,3.0,3.0,4.0,,,20.0,,Complete,89.47368,B,,20,33.0,27.0,40.0,,87.36842,B,28.0,,,88.4507,76.25,55.55555,0.0
,,,5.0,19.0,5.0,19.0,,,5.0,17.0,,,5.0,16.0,4.0,19.0,,,5.0,19.0,4.0,19.0,,1.0,,,2.0,,2.0,,0.0,,,,,5.0,,Complete,54.887209999999996,F,,22.5,28.0,25.0,41.0,,62.0,D,12.0,,,70.28169,50.0,13.888879999999999,0.0
,9.0,10.0,5.0,20.0,5.0,18.0,5.0,16.5,4.5,18.5,5.0,19.5,5.0,19.0,5.0,19.0,0.0,0.0,5.0,18.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,84.58646,B,,12.5,29.0,28.5,38.0,1.0,76.8421,C,24.0,,,75.21126,66.25,2.7777700000000003,1.0
,9.0,8.0,4.5,19.0,5.0,19.0,5.0,20.0,5.0,16.0,3.0,18.0,4.0,18.0,5.0,18.0,3.5,20.0,5.0,19.0,3.0,17.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,Complete,86.8421,B,,25,28.0,29.0,45.0,1.0,83.36842,B,19.0,,,91.83098000000001,58.75,13.888879999999999,1.0
Complete,8.0,10.0,3.5,9.0,4.0,18.0,0.0,0.0,3.5,18.0,3.0,16.0,0.0,0.0,3.5,18.5,1.0,19.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Complete,55.63909,F,,10,14.0,30.0,44.0,1.0,59.789469999999994,D,34.0,,,61.12676,60.0,0.0,1.0
Complete,10.0,10.0,3.5,17.0,0.0,0.0,4.5,17.5,0.0,18.0,5.0,19.0,5.0,17.0,4.0,18.5,4.0,19.0,5.0,19.0,4.0,20.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,5.0,3.0,0.0,0.0,2.0,4.0,20.0,5.0,Complete,65.03759000000001,D,5.0,22.5,26.0,27.5,42.5,2.0,83.05263000000001,B,24.0,,,82.39435999999999,62.5,55.55555,12.0
Complete,9.0,10.0,0.0,0.0,5.0,18.0,5.0,18.5,5.0,17.0,4.0,18.0,3.0,19.0,2.0,18.5,4.0,17.5,5.0,20.0,5.0,20.0,1.0,,1.0,,1.0,,,,,,,,,3.0,,,68.04511,D,,17.5,30.0,23.0,46.0,1.0,78.10526,C,23.0,,,81.97183000000001,66.25,8.33333,1.0
Complete,8.0,9.0,5.0,19.0,,19.0,5.0,20.0,5.0,15.0,5.0,18.0,5.0,19.0,5.0,19.5,4.0,18.5,4.0,20.0,5.0,20.0,,,,2.0,2.0,4.0,,3.0,0.0,1.0,4.0,2.0,4.0,22.0,3.0,Complete,84.9624,B,,20,27.0,23.5,42.0,,86.0,B,23.0,,,89.15491999999999,62.5,61.11111,3.0
,0.0,0.0,4.0,18.0,0.0,0.0,4.0,18.5,5.0,20.0,5.0,19.0,5.0,18.0,3.5,18.5,5.0,19.0,5.0,19.5,4.5,19.5,1.0,0.0,1.0,0.0,1.0,3.5,2.0,0.0,3.0,0.0,0.0,0.0,0.0,11.5,,Complete,57.14285,F,,22.5,34.0,29.0,0.0,1.0,72.0,C,33.0,,,73.94366,83.75,31.944440000000004,1.0
,10.0,10.0,5.0,0.0,5.0,20.0,3.0,20.0,5.0,20.0,5.0,17.0,5.0,20.0,5.0,20.0,5.0,20.0,,,5.0,20.0,,2.0,1.0,,,2.0,,5.0,,,,,,10.0,,Complete,77.4436,C,,22.5,39.0,29.5,50.0,,85.47368,B,35.0,,,85.07042,92.5,27.77777,0.0
Complete,10.0,10.0,5.0,19.0,5.0,19.0,5.0,18.5,4.0,19.0,5.0,17.5,4.0,20.0,4.5,19.5,4.0,20.0,5.0,20.0,4.0,20.0,0.0,1.0,2.0,2.0,1.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,,Complete,91.72932,A,,,33.0,29.5,50.0,1.0,86.31578,B,29.0,,,89.43661,77.5,26.38888,1.0
Complete,10.0,10.0,4.0,19.0,3.5,19.0,5.0,19.0,5.0,19.5,5.0,19.0,2.5,18.0,0.0,0.0,4.5,18.0,5.0,19.0,5.0,19.0,1.0,1.0,2.0,2.0,0.0,3.0,2.0,5.0,3.0,3.0,4.0,2.0,4.0,32.0,,Complete,92.4812,A,,25,27.0,23.0,45.5,1.0,83.89473000000001,B,28.0,,,85.21126,68.75,88.88888,1.0
Complete,8.0,10.0,5.0,19.0,4.0,18.0,4.0,19.0,,,5.0,19.0,4.5,18.5,1.5,19.0,0.0,0.0,5.0,19.0,5.0,20.0,,1.0,,,3.0,,,4.0,,,,2.0,,10.0,,Complete,68.42105,,,25,33.0,28.0,42.0,1.0,79.05263000000001,C,34.0,,,79.01408,83.75,27.77777,1.0
Complete,7.0,9.0,3.0,0.0,1.0,18.0,3.0,17.0,1.5,16.0,2.5,0.0,2.5,16.0,1.5,16.0,1.0,18.0,0.0,0.0,2.0,17.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,3.0,2.5,0.0,4.0,0.0,0.0,15.5,5.0,,59.77443,D,,0,20.0,13.0,0.0,1.0,47.26315,F,18.0,,5/1/19,41.97183,47.5,43.05555,6.0
Complete,10.0,10.0,5.0,18.0,5.0,,5.0,19.0,5.0,18.0,5.0,19.0,5.0,17.0,4.0,19.0,5.0,19.0,4.0,20.0,5.0,20.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,0.0,4.0,2.0,4.0,31.0,,Complete,80.45111999999999,B,,25,33.0,30.0,42.5,,88.94736,A,35.0,,,88.59154000000001,85.0,86.11111,0.0
Complete,7.0,10.0,,,,,5.0,18.0,5.0,18.0,5.0,19.0,5.0,17.0,4.0,19.5,2.0,20.0,4.0,19.0,4.0,20.0,,1.0,,,,,2.0,5.0,0.0,1.0,,,,9.0,5.0,Complete,48.1203,F,,20,28.0,24.0,45.0,,76.52631,C,31.0,,,77.04225,73.75,25.0,5.0
Complete,9.0,9.0,5.0,19.0,5.0,19.0,5.0,18.25,5.0,20.0,4.0,20.0,4.5,19.0,3.5,20.0,3.0,19.0,5.0,20.0,4.5,20.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,5.0,3.0,2.0,4.0,2.0,0.0,26.0,5.0,Complete,91.91729000000001,A,5.0,22.5,33.0,27.0,46.0,,94.15789000000001,A,32.0,,,94.15491999999999,81.25,72.22222,10.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0
,10.0,10.0,5.0,19.0,5.0,20.0,5.0,19.0,5.0,19.0,5.0,19.0,5.0,19.5,4.5,19.5,4.0,19.5,5.0,19.0,4.5,19.0,1.0,1.0,0.5,2.0,0.0,3.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,Complete,93.98496,A,5.0,25,33.0,24.0,49.0,1.0,93.57894,A,37.0,,,95.35211,87.5,27.77777,6.0
Complete,9.0,10.0,5.0,18.0,5.0,17.0,5.0,20.0,,,,,5.0,18.0,,,4.0,20.0,5.0,19.0,5.0,20.0,0.0,,2.0,,,,2.0,,0.0,,,,,4.0,,,68.42105,D,,,31.0,,40.0,,61.05263000000001,D,30.0,,,58.02816,76.25,11.11111,0.0
,,4.0,,,,,5.0,17.0,,,5.0,17.0,,,,19.0,,,,,,,1.0,,2.0,,,,,,0.0,,,,,3.0,,,21.80451,F,,12.5,32.0,26.0,35.5,,37.05263,F,,,4/11/19,38.59154,40.0,8.33333,0.0
Complete,9.0,10.0,4.0,16.0,5.0,17.0,5.0,17.5,3.5,18.5,4.0,17.0,4.0,19.0,0.0,0.0,5.0,18.5,4.0,18.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,1.5,4.0,0.0,0.0,15.5,,Complete,85.33834,B,,25,26.0,27.5,40.0,2.0,76.63157,C,33.0,,,75.6338,73.75,43.05555,2.0
Complete,9.0,10.0,5.0,19.5,3.0,14.0,5.0,19.0,5.0,20.0,,,3.0,19.0,3.0,20.0,5.0,19.5,5.0,20.0,5.0,20.0,1.0,0.0,1.0,2.0,0.0,,,5.0,,,,,,9.0,,Complete,85.33834,B,,25,33.0,28.5,46.5,,85.26315,B,34.0,,,87.32394000000001,83.75,25.0,0.0
Complete,10.0,10.0,4.0,14.0,5.0,15.5,5.0,18.0,5.0,20.0,5.0,19.0,4.5,19.5,5.0,20.0,3.5,19.0,5.0,18.0,5.0,20.0,1.0,0.0,2.0,2.0,2.0,4.0,2.0,5.0,3.0,3.0,0.0,2.0,4.0,30.0,,Complete,88.34586,B,,17.5,29.0,30.0,45.5,2.0,90.31578,A,32.0,4.5,,90.98591,76.25,83.33333,6.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0
Complete,10.0,10.0,5.0,17.0,2.5,19.0,5.0,19.5,5.0,19.0,5.0,19.5,5.0,19.0,4.0,19.5,4.0,19.5,5.0,19.5,4.5,19.5,1.0,1.0,2.0,2.0,1.0,3.0,2.0,5.0,3.0,1.0,0.0,0.0,0.0,21.0,5.0,Complete,91.72932,A,5.0,17.5,31.0,24.5,45.0,1.0,92.42105,A,29.0,5.0,,90.98591,75.0,58.333330000000004,16.0
Complete,10.0,9.0,5.0,14.0,4.0,15.0,5.0,20.0,4.5,20.0,4.0,20.0,0.0,0.0,5.0,18.5,5.0,20.0,5.0,19.0,5.0,18.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,4.0,2.0,4.0,18.0,,Complete,82.33081999999999,B,,25,26.0,25.0,48.0,1.0,84.21051999999999,B,31.0,,,85.91549,71.25,50.0,1.0
Complete,8.0,9.0,4.5,18.0,5.0,20.0,0.0,0.0,0.0,0.0,3.0,19.0,5.0,18.5,4.5,19.0,4.5,19.0,4.5,20.0,4.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,48.49624,F,,22.5,32.0,28.0,46.5,1.0,75.78947,C,25.0,,,80.28169,71.25,0.0,1.0
,10.0,10.0,5.0,20.0,3.0,20.0,5.0,17.5,5.0,19.0,5.0,17.5,5.0,19.5,4.5,19.0,5.0,19.5,3.0,20.0,3.0,18.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,3.0,3.0,0.0,2.0,4.0,19.0,5.0,,89.84962,B,,22.5,36.0,25.0,46.0,1.0,92.0,A,29.0,,,92.11267,81.25,52.77777,6.0
,9.0,10.0,5.0,11.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,4.5,20.0,4.0,19.5,5.0,20.0,5.0,20.0,5.0,20.0,1.0,1.0,,2.0,,2.0,,5.0,,1.0,,,,12.0,,Complete,87.21804,B,,22.5,34.0,30.0,45.0,,90.8421,A,30.0,,5/1/19,94.78873,80.0,33.33333,0.0
Complete,8.0,10.0,5.0,17.0,2.5,19.5,4.0,19.0,5.0,19.0,5.0,19.0,5.0,19.0,0.0,0.0,3.5,19.5,5.0,19.5,5.0,19.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,5.0,3.0,1.0,4.0,2.0,4.0,24.0,,Complete,85.71428,B,,17.5,18.0,28.0,44.0,1.0,79.36842,C,20.0,,,84.50704,47.5,66.66666,1.0
Complete,9.0,10.0,5.0,17.0,4.0,18.0,5.0,19.0,5.0,20.0,4.0,19.5,4.0,18.0,4.0,19.5,2.0,18.5,5.0,20.0,5.0,20.0,1.0,,,2.0,0.0,,,5.0,,3.0,,,,11.0,5.0,Complete,86.46616,B,,17.5,30.0,30.0,46.0,,88.21051999999999,B,28.0,,,91.83098000000001,72.5,30.55555,5.0
Complete,0.0,10.0,5.0,18.0,3.0,19.0,0.0,0.0,4.75,20.0,5.0,20.0,4.5,18.5,5.0,18.5,4.0,20.0,5.0,20.0,5.0,20.0,1.0,1.0,,2.0,,,2.0,5.0,,,,2.0,4.0,17.0,,Complete,62.969919999999995,D,,12.5,29.0,30.0,47.0,,80.78947,B,23.0,,5/1/19,85.84506999999999,65.0,47.22222,0.0
Complete,10.0,10.0,0.0,0.0,5.0,16.5,5.0,18.0,4.5,18.0,4.0,16.0,5.0,19.0,5.0,19.0,0.0,19.5,5.0,18.0,5.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,Complete,66.16541,D,,25,36.0,28.5,44.0,2.0,83.15789000000001,B,36.0,,,84.50704,90.0,2.7777700000000003,2.0
Complete,10.0,10.0,5.0,20.0,0.0,0.0,5.0,19.0,5.0,20.0,5.0,19.5,2.5,20.0,5.0,19.0,5.0,20.0,0.0,20.0,5.0,20.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,5.0,3.0,2.0,4.0,,,28.0,,Complete,79.69924,D,,22.5,39.0,30.0,49.0,,90.63157,A,35.0,,,89.15491999999999,92.5,77.77776999999999,0.0
Complete,8.0,10.0,5.0,20.0,5.0,20.0,5.0,16.5,5.0,20.0,5.0,20.0,4.5,18.0,5.0,19.0,5.0,20.0,5.0,19.0,3.0,19.0,0.0,2.0,2.0,2.0,2.0,4.0,2.0,5.0,3.0,3.0,0.0,0.0,4.0,29.0,,Complete,95.11278,A,,25,37.0,30.0,50.0,1.0,94.94736,A,31.0,,,96.9014,85.0,80.55555,1.0
Complete,8.0,10.0,3.5,18.0,3.0,13.5,4.0,17.5,5.0,20.0,3.0,18.0,5.0,18.5,4.0,20.0,2.5,20.0,,,,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,,1.0,,2.0,4.0,20.0,,Complete,83.0827,B,,22.5,26.0,15.0,30.5,,69.78947,C,24.0,,,68.59154000000001,62.5,55.55555,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,4.0,19.0,5.0,19.0,5.0,19.5,5.0,19.5,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Complete,0.0,F,,25,35.0,30.0,46.5,1.0,67.26315,D,34.0,,,68.87323,86.25,0.0,6.0
Complete,9.0,9.0,3.0,15.0,,15.0,5.0,18.5,5.0,18.0,5.0,18.0,4.5,18.5,5.0,19.0,4.0,19.5,5.0,18.0,4.0,20.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,5.0,3.0,0.0,4.0,0.0,0.0,20.0,5.0,Complete,77.81954,C,5.0,17.5,32.0,23.5,49.5,2.0,87.68421,B,24.0,,,87.46478,70.0,55.55555,12.0
In Progress,10.0,10.0,5.0,17.0,5.0,20.0,4.0,18.5,5.0,19.0,4.0,17.5,4.0,18.5,4.5,19.0,2.0,20.0,3.0,20.0,5.0,19.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,,Complete,92.10526,A,,20,31.0,29.5,43.5,1.0,87.15789000000001,B,30.0,,,90.98591,76.25,25.0,1.0
Complete,9.0,10.0,4.5,20.0,5.0,19.0,5.0,19.0,5.0,19.5,5.0,18.5,5.0,18.5,4.5,19.0,5.0,20.0,5.0,20.0,5.0,19.5,1.0,2.0,0.0,2.0,0.0,0.0,2.0,5.0,3.0,3.0,4.0,0.0,0.0,22.0,,Complete,90.97744,A,,22.5,35.0,30.0,48.5,1.0,95.05263000000001,A,31.0,2.5,,96.61971,82.5,61.11111,3.5
Complete,7.0,10.0,4.0,18.0,0.0,0.0,3.5,18.0,5.0,20.0,5.0,20.0,4.0,18.0,2.0,20.0,4.0,19.5,4.0,19.0,0.0,15.0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,3.0,,,,1.5,4.0,18.5,,,70.30075,C,,20,34.0,25.0,0.0,,71.89473000000001,C,28.0,,,68.73239000000001,77.5,51.38888,0.0
Complete,9.0,9.0,5.0,19.0,5.0,17.0,4.0,18.5,5.0,16.0,5.0,17.5,4.5,18.0,3.5,19.5,4.5,19.0,4.5,20.0,5.0,20.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,4.0,2.0,4.0,21.0,5.0,Complete,84.58646,B,,25,36.0,29.0,47.5,1.0,93.89473000000001,A,34.0,,,93.52112,87.5,58.333330000000004,6.0
Complete,10.0,10.0,5.0,20.0,5.0,19.0,5.0,17.0,5.0,16.0,5.0,18.0,4.0,19.0,4.0,19.5,2.0,18.5,4.0,19.0,5.0,20.0,,1.0,0.0,2.0,,3.0,2.0,4.0,0.0,,,2.0,,14.0,,Complete,88.7218,B,,25,25.0,23.5,45.0,,86.42105,B,28.0,,,91.12676,66.25,38.88888,0.0
Complete,9.0,10.0,5.0,17.0,5.0,16.0,3.0,20.0,5.0,18.0,,18.0,5.0,16.0,4.0,18.5,5.0,20.0,5.0,20.0,2.0,19.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,4.0,2.0,4.0,27.0,,Complete,87.96992,B,,10,33.0,28.0,45.0,,84.73684,B,26.0,,,85.77464,73.75,75.0,0.0
Complete,9.0,10.0,4.0,20.0,4.0,17.5,4.0,16.0,5.0,20.0,5.0,20.0,4.5,20.0,5.0,19.5,2.0,20.0,5.0,20.0,5.0,20.0,1.0,1.0,2.0,0.0,1.0,3.5,2.0,0.0,3.0,1.0,0.0,1.5,4.0,20.0,,Complete,88.7218,B,,22.5,25.0,30.0,50.0,,95.15789000000001,A,29.0,,,95.49295,67.5,55.55555,0.0
Complete,10.0,10.0,5.0,19.0,5.0,20.0,5.0,16.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,0.0,0.0,5.0,20.0,5.0,20.0,0.0,1.0,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,,Complete,87.59398,B,,25,31.0,30.0,50.0,,87.15789000000001,B,31.0,,,91.54929,77.5,9.72222,0.0
Complete,8.0,9.0,3.0,17.0,5.0,17.0,4.0,17.0,4.0,18.0,,17.0,2.0,17.0,3.0,18.5,1.0,18.0,3.0,16.0,4.0,19.0,,,,,,,2.0,,0.0,1.0,,,,3.0,,Complete,76.69171999999999,D,,17.5,22.0,23.0,35.5,,71.78947,C,17.0,2.5,,78.73239000000001,48.75,8.33333,2.5
Complete,9.0,9.0,5.0,10.0,3.5,15.5,0.0,0.0,5.0,17.5,5.0,17.0,4.0,20.0,4.5,20.0,5.0,18.5,4.0,18.0,3.5,20.0,1.0,2.0,0.0,2.0,2.0,0.0,,5.0,3.0,0.0,4.0,1.5,4.0,24.5,5.0,Complete,61.27819,D,5.0,22.5,32.0,28.0,41.0,2.0,77.47368,C,0.0,,,80.98591,40.0,68.05555,12.0
Complete,8.0,10.0,4.5,20.0,5.0,20.0,5.0,18.75,5.0,20.0,5.0,17.0,3.5,19.5,5.0,20.0,5.0,19.5,5.0,20.0,5.0,20.0,1.0,1.0,0.0,0.0,1.0,,2.0,5.0,,,,,,10.0,,Complete,89.66165,A,,,26.0,27.5,42.5,,81.8421,B,22.0,,,88.09859,60.0,27.77777,0.0
,10.0,7.0,3.5,19.0,5.0,18.0,5.0,18.0,0.0,0.0,0.0,0.0,4.5,18.5,4.5,20.0,1.0,20.0,0.0,10.0,5.0,20.0,0.0,2.0,2.0,2.0,0.0,1.5,2.0,0.0,0.0,0.0,0.0,2.0,4.0,15.5,,,69.92481,C,,,27.0,0.0,44.0,,66.10526,D,33.0,,,60.84506999999999,75.0,43.05555,0.0
Complete,8.0,10.0,4.0,19.0,3.5,15.5,4.0,17.0,0.0,20.0,4.0,19.0,4.5,16.5,5.0,20.0,5.0,19.0,0.0,0.0,5.0,20.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,5.0,Complete,79.69924,C,5.0,7.5,30.0,27.5,46.0,2.0,78.52631,C,23.0,,,79.43661,66.25,22.22222,12.0
Complete,7.0,8.0,5.0,16.0,5.0,16.0,5.0,16.5,5.0,20.0,5.0,20.0,4.5,18.0,4.0,19.5,4.0,18.0,5.0,20.0,5.0,20.0,1.0,0.0,1.0,,2.0,,,,,,,,,4.0,,,80.82706,B,,25,34.0,30.0,47.5,,87.57894,B,29.0,,5/1/19,94.0845,78.75,11.11111,0.0
Complete,7.0,10.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,20.0,,20.0,5.0,20.0,5.0,20.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,5.0,,,,2.0,4.0,26.0,,Complete,97.74436,A,,25,40.0,30.0,50.0,6.0,98.73684,A,36.0,,5/1/19,98.59154000000001,95.0,72.22222,6.0
